Original Sentence,Sentiment
公子闻之，意骄矜而有自功之色。,1
客有说公子曰：物有不可忘，或有不可不忘。,1
夫人有德于公子，公子不可忘也；公子有德于人，愿公子忘之也。,2
且矫魏王令，夺晋鄙兵以救赵，于赵则有功矣，于魏则未为忠臣也。,0
公子乃自骄而功之，窃为公子不取也。,0
于是公子立自责，似若无所容者。,0
赵王埽除自迎，执主人之礼，引公子就西阶。,1
公子侧行辞让，从东阶上。,1
自言罪过，以负于魏，无功于赵。,1
赵王侍酒至暮，口不忍献五城，以公子退让也。,2
公子竟留赵。,1
赵王以鄗为公子汤沐邑，魏亦复以信陵奉公子。,1
公子留赵。,1
公子闻赵有处士毛公藏于博徒，薛公藏于卖浆家，公子欲见两人，两人自匿不肯见公子。,1
公子闻所在，乃间步往从此两人游，甚欢。,1
平原君闻之，谓其夫人曰：始吾闻夫人弟公子天下无双，今吾闻之，乃妄从博徒卖浆者游，公子妄人耳。,0
夫人以告公子。,1
公子乃谢夫人去，曰：始吾闻平原君贤，故负魏王而救赵，以称平原君。,1
平原君之游，徒豪举耳，不求士也。,0
无忌自在大梁时，当闻此两人贤，至赵，恐不得见。,1
以无忌从之游，尚恐其不我欲也，今平原君乃以为羞，其不足从游。,0
乃装为去。,1
夫人具以语平原君。,1
平原君乃免冠谢，固留公子。,1
平原君门下闻之，半去平原君归公子，天下士复往归公子，公子倾平原君客。,2
公子留赵十年不归。,1
秦闻公子在赵，日夜出兵东伐魏。,1
魏王患之，使使往请公子。,0
公子恐其怒之，乃诫门下：有敢为魏王使通者，死。,0
宾客皆背魏之赵，莫敢劝公子归。,0
毛公、薛公两人往见公子曰：公子所以重于赵，名闻诸侯者，徒以有魏也。,2
今秦攻魏，魏急而公子不恤，使秦破大梁而夷先王之宗庙，公子当何面目立天下乎？,0
语未及卒，公子立变色，告车趣驾归救魏。,1
魏王见公子，相与泣，而以上将军印授公子，公子遂将。,1
魏安釐王三十年，公子使使遍告诸侯。,1
诸侯闻公子将，各遣将将兵救魏。,2
公子率五国之兵破秦军于河外，走蒙骜。,1
遂乘胜逐秦军至函谷关，抑秦兵，秦兵不敢出。,1
当是时，公子威振天下，诸侯之客进兵法，公子皆名之，故世俗称《魏公子兵法》。,1
秦王患之，乃行金万斤于魏，求晋鄙客，令毁公子于魏王曰：公子亡在外十年矣，今为魏将，诸侯将皆属，诸侯徒闻魏公子，不闻魏王。,0
公子亦欲因此时定南面而王，诸侯畏公子之威，方欲共立之。,1
秦数使反间，伪贺公子得立为魏王未也。,0
魏王日闻其毁，不能不信，后果使人代公子将。,0
公子自知再以毁废，乃谢病不朝，与宾客为长夜饮，饮醇酒，多近妇女。,1
日夜为乐饮者四岁，竟病酒而卒。,0
其岁，魏安釐王亦薨。,1
秦闻公子死，使蒙骜攻魏，拔二十城，初置东郡。,1
其后秦稍蚕食魏，十八岁而虏魏王，屠大梁。,0
高祖始微少时，数闻公子贤。,1
及即天子位，每过大梁，常祠公子。,1
高祖十二年，从击黥布还，为公子置守冢五家，世世岁以四时奉祠公子。,1
太史公曰：吾过大梁之墟，求问其所谓夷门。,1
夷门者，城之东门也。,1
天下诸公子亦有喜士者矣，然信陵君之接岩穴隐者，不耻下交，有以也。,2
名冠诸侯，不虚耳。,1
高祖每过之而令民奉祠不绝也。,1
春申君者，楚人也，名歇，姓黄氏。,1
游学博闻，事楚顷襄王。,1
顷襄王以歇为辩，使于秦。,1
秦昭王使白起攻韩、魏，败之于华阳，禽魏将芒卯，韩、魏服而事秦。,0
秦昭王方令白起与韩、魏共伐楚，未行，而楚使黄歇适至于秦，闻秦之计。,1
当是之时，秦已前使白起攻楚，取巫、黔中之郡，拔鄢、郢，东至竟陵。,1
楚顷襄王东徙治于陈县。,1
黄歇见楚怀王之为秦所诱而入朝，遂见欺，留死于秦。,0
顷襄王，其子也，秦轻之，恐壹举兵而灭楚。,0
天下莫强于秦、楚。,1
今闻大王欲伐楚，此犹两虎相与斗。,1
两虎相与斗而驽犬受其弊，不如善楚。,1
臣请言其说：臣闻物至则反，冬夏是也；致至则危，累棋是也。,1
今大国之地，遍天下有其二垂，此从生民已来，万乘之地未尝有也。,2
先帝文王、庄王之身，三世不妄接地于齐，以绝从亲之要。,1
今王使盛桥守事于韩，盛桥以其地入秦。,1
是王不用甲，不信威，而得百里之地。,1
王可谓能矣。,2
王又举甲而攻魏，杜大梁之门，举河内，拔燕、酸枣、虚、桃，入邢，魏之兵云翔而不敢捄。,0
王之功亦多矣。,2
王休甲息众，二年而后复之；又并蒲、衍、首、垣，以临仁、平丘，黄、济阳婴城而魏氏服；,1
王又割濮、磿之北，注齐、秦之要，绝楚、赵之脊，天下五合六聚而不敢救。,2
王之威亦单矣。,2
王若能持功守威，绌攻取之心而肥仁义之地，使无后患，三王不足四，五伯不足六也。,2
王若负人徒之众，仗兵革之强，乘毁魏之威，而欲以力臣天下之主，臣恐其有后患也。,0
《诗》曰：靡不有初，鲜克有终。,0
《易》曰：狐涉水，濡其尾。,0
此言始之易，终之难也。,0
何以知其然也？,1
昔智氏见伐赵之利而不知榆次之祸，吴见伐齐之便而不知乾隧之败。,0
此二国者，非无大功也，没利于前而易患于后也。,0
吴之信越也，从而伐齐，既胜齐人于艾陵，还为越王禽三渚之浦。,0
智氏之信韩、魏也，从而伐赵，攻晋阳城，胜有日矣，韩、魏叛之，杀智伯瑶于凿台之下。,0
今王妒楚之不毁也，而忘毁楚之强韩、魏也，臣为王虑而不取也。,1
《诗》曰：大武远宅而不涉。,1
从此观之，楚国，援也；邻国，敌也。,1
《诗》云：趯趯毚兔，遇犬获之。,1
他人有心，余忖度之。,1
今王中道而信韩、魏之善王也，此正吴之信越也。,1
臣闻之，敌不可假，时不可失。,0
臣恐韩、魏卑辞除患而实欲欺大国也。,0
何则？,1
王无重世之德于韩、魏，而有累世之怨焉。,0
夫韩、魏父子兄弟接踵而死于秦者将十世矣。,0
本国残，社稷坏，宗庙毁。,0
刳腹绝肠，折颈摺颐，首身分离，暴骸骨于草泽，头颅僵仆，相望于境。,0
父子老弱系脰束手为群虏者相及于路。,0
鬼神孤伤，无所血食。,0
人民不聊生，族类离散，流亡为仆妾者，盈满海内矣。,0
故韩、魏之不亡，秦社稷之忧也，。,1
王资之与攻楚，不亦过乎？,1
且王攻楚将恶出兵？,1
王将借路于仇雠之韩、魏乎？,1
兵出之日而王忧其不返也，是王以兵资于仇雠之韩、魏也。,1
王若不借路于仇雠之韩、魏，必攻随水右壤。,1
随水右壤，此皆广川大水，山林溪谷，不食之地也。,1
王虽有之，不为得地。,1
是王有毁楚之名而无得地之实也。,0
且王攻楚之日，四国必悉起兵以应王。,1
秦、楚之兵构而不离，魏氏将出而攻留、方与、姪、湖陵、砀、萧、相，故宋必尽。,0
齐人南面攻楚，泗上必举。,1
此皆平原四达，膏腴之地，而使独攻。,0
王破楚以肥韩、魏于中国而劲齐。,1
韩、魏之强，足以校于秦。,0
齐南以泗水为境，东负海，北倚河，而无后患，天下之国莫强于齐、魏。,1
齐、魏得地葆利而详事下吏。,0
一年之后，为帝未能，其于禁王之为帝有余矣。,0
夫以王壤土之博，人徒之众，兵革之强，壹举事而树怨于楚，迟令韩、魏归帝重于齐，是王失计也。,0
臣为王虑，莫若善楚。,2
秦、楚合而为一以临韩，韩必敛手。,1
王施以东山之险，带以曲河之利，韩必为关内之侯。,2
若是而王以十万戍郑，梁氏寒心，许、鄢陵婴城，而上蔡、召陵不往来也，如此而魏亦关内侯矣。,1
王壹善楚，而关内两万乘之主注地于齐，齐右壤可拱手而取也。,2
王之地一经两海，要约天下，是燕、赵无齐、楚，齐、楚无燕、赵也。,1
然后危动燕、赵，直摇齐、楚，此四国者不待痛而服矣。,0
昭王曰：善。,2
于是乃止白起而谢韩、魏。,1
发使赂楚，约为与国。,2
黄歇受约归楚，楚使歇与太子完入质于秦，秦留之数年。,1
楚顷襄王病，太子不得归。,1
而楚太子与秦相应侯善，于是黄歇乃说应侯曰：相国诚善楚太子乎？,1
应侯曰：然。,2
歇曰：今楚王恐不起疾，秦不如归其太子。,1
太子得立，其事秦必重而德相国无穷。,2
是亲与国而得储万乘也。,1
若不归，则咸阳一布衣耳；楚更立太子，必不事秦。,0
夫失与国而绝万乘之和，非计也。,1
愿相国孰虑之。,1
应侯以闻秦王。,1
秦王曰：令楚太子之傅先往问楚王之疾，返而后图之。,1
黄歇为楚太子计曰：秦之留太子也，欲以求利也。,1
今太子力未能有以利秦也，歇忧之甚。,0
而阳文君子二人在中，王若卒大命，太子不在，阳文君子必立为后，太子不得奉宗庙矣。,0
不如亡秦，与使者俱出；臣请止，以死当之。,0
楚太子因变衣服为楚使者御以出关。,1
而黄歇守舍，常为谢病。,1
度太子已远，秦不能追，歇乃自言秦昭王曰：楚太子已归，出远矣。,1
歇当死，愿赐死。,0
昭王大怒，欲听其自杀也。,0
应侯曰：歇为人臣，出身以徇其主。,1
太子立，必用歇，故不如无罪而归之，以亲楚。,2
秦因遣黄歇。,1
歇至楚三月，楚顷襄王卒，太子完立，是为考烈王。,1
考烈王元年，以黄歇为相，封为春申君，赐淮北地十二县。,1
后十五岁，黄歇言之楚王曰：淮北地边齐，其事急，请以为郡便。,1
因并献淮北十二县，请封于江东。,1
考烈王许之。,1
春申君因城故吴墟，以自为都邑。,1
春申君既相楚，是时齐有孟尝君，赵有平原君，魏有信陵君，方争下士，招致宾客，以相倾夺，辅国持权。,2
春申君为楚相四年，秦破赵之长平军四十余万。,1
五年，围邯郸。,1
邯郸告急于楚，楚使春申君将兵往救之，秦兵亦去，春申君归。,1
春申君相楚八年，为楚北伐灭鲁，以荀卿为兰陵令。,1
当是时，楚复强。,2
赵平原君使人于春申君，春申君舍之于上舍。,1
赵使欲夸楚，为玳瑁簪，刀剑室以珠玉饰之，请命春申君客。,1
春申君客三千余人，其上客皆蹑珠履以见赵使，赵使大惭。,1
春申君相十四年，秦庄襄王立，以吕不韦为相，封为文信侯。,1
取东周。,1
春申君相二十二年，诸侯患秦攻伐无已时，乃相与合从，西伐秦，而楚王为从长，春申君用事。,1
至函谷关，秦出兵攻，诸侯兵皆败走。,1
楚考烈王以咎春申君，春申君以此益疏。,1
客有观津人朱英，谓春申君曰：人皆以楚为强而君用之弱，其于英不然。,1
先君时善秦二十年而不攻楚，何也？,1
秦逾黾隘之塞而攻楚，不便；假道于两周，背韩、魏而攻楚，不可。,1
今则不然，魏旦暮亡，不能爱许、鄢陵，其许魏割以与秦。,0
秦兵去陈百六十里，臣之所观者，见秦、楚之日斗也。,0
楚于是去陈徙寿春；而秦徙卫野王，作置东郡。,1
春申君由此就封于吴，行相事。,1
楚考烈王无子，春申君患之，求妇人宜子者进之，甚众，卒无子。,1
赵人李园持其女弟，欲进之楚王，闻其不宜子，恐久毋宠。,1
李园求事春申君为舍人，已而谒归，故失期。,1
还谒，春申君问之状，对曰：齐王使使求臣之女弟，与其使者饮，故失期。,1
春申君曰：娉入乎？,1
对曰：未也。,1
春申君曰：可得见乎？,1
曰：可。,1
于是李园乃进其女弟，即幸于春申君。,1
知其有身，李园乃与其女弟谋。,1
园女弟承间以说春申君曰：楚王之贵幸君，虽兄弟不如也。,2
今君相楚二十余年，而王无子，即百岁后将更立兄弟，则楚更立君后，亦各贵其故所亲，君又安得长有宠乎？,0
非徒然也，君贵用事久，多失礼于王兄弟。,0
兄弟诚立，祸且及身，何以保相印江东之封乎？,0
今妾自知有身矣，而人莫知。,1
妾幸君未久，诚以君之重而进妾于楚王，王必幸妾；,1
妾赖天有子男，则是君之子为王也，楚国尽可得，孰与身临不测之罪乎？,1
春申君大然之，乃出李园女弟，谨舍而言之楚王。,1
楚王召入幸之，遂生子男，立为太子，以李园女弟为王后。,1
楚王贵李园，园用事。,1
李园既入其女弟，立为王后，子为太子，恐春申君语泄而益骄，阴养死士，欲杀春申君以灭口，而国人颇有知之者。,0
春申君相二十五年，楚考烈王病。,1
朱英谓春申君曰：世有毋望之福，又有毋望之祸。,1
今君处毋望之世，事毋望之主，安可以无毋望之人乎？,1
春申君曰：何谓毋望之福？,1
曰：君相楚二十余年矣，虽名相国，实楚王也。,1
今楚王病，旦暮且卒，而君相少主，因而代立当国，如伊尹、周公，王长而反政，不即遂南面称孤而有楚国？,1
此所谓毋望之福也。,1
春申君曰：何谓毋望之祸？,0
曰：李园不治国而君之仇也，不为兵而养死士之日久矣。,0
楚王卒，李园必先入据权而杀君以灭口。,0
此所谓毋望之祸也。,1
春申君曰：何谓毋望之人？,1
对曰：君置臣郎中，楚王卒，李园必先入，臣为君杀李园。,1
此所谓毋望之人也。,1
春申君曰：足下置之。,1
李园，弱人也，仆又善之，且又何至此！,1
朱英知言不用，恐祸及身，乃亡去。,1
后十七日，楚考烈王卒。,0
李园果先入，伏死士于棘门之内。,1
春申君入棘门，园死士侠刺春申君，斩其头，投之棘门外。,0
于是遂使吏尽灭春申君之家。,0
而李园女弟初幸春申君有身而入之王所生子者遂立，是为楚幽王。,1
是岁也，秦始皇帝立九年矣。,1
嫪毐亦为乱于秦，觉，夷其三族，而吕不韦废。,0
太史公曰：吾适楚，观春申君故城，宫室盛矣哉！,1
初，春申君之说秦昭王，及出身遣楚太子归，何其智之明也！,2
后制于李园，旄矣。,0
语曰：当断不断，反受其乱。,1
春申君失朱英之谓邪？,0
范睢者，魏人也，字叔。,1
游说诸侯，欲事魏王，家贫无以自资，乃先事魏中大夫须贾。,1
须贾为魏昭王使于齐，范睢从。,1
留数月，未得报。,1
齐襄王闻睢辩口，乃使人赐睢金十斤及牛酒，睢辞谢不敢受。,1
须贾知之，大怒，以为睢持魏国阴事告齐，故得此馈，令睢受其牛酒，还其金。,1
既归，心怒睢，以告魏相。,1
魏相，魏之诸公子，曰魏齐。,1
魏齐大怒，使舍人笞击睢，折胁摺齿。,0
睢详死，即卷以箦，置厕中。,1
宾客饮者醉，更溺睢，故僇辱以惩后，令无妄言者。,0
睢从箦中谓守者曰：公能出我，我必厚谢公。,1
守者乃请出弃箦中死人。,1
魏齐醉，曰：可矣。,1
范睢得出。,1
后魏齐悔，复召求之。,1
魏人郑安平闻之，乃遂操范睢亡，伏匿，更名姓曰张禄。,1
当此时，秦昭王使谒者王稽于魏。,1
郑安平诈为卒，侍王稽。,1
王稽问：魏有贤人可与俱西游者乎？,1
郑安平曰：臣里中有张禄先生，欲见君，言天下事。,1
其人有仇，不敢昼见。,1
王稽曰：夜与俱来。,1
郑安平夜与张禄见王稽。,1
语未究，王稽知范睢贤，谓曰：先生待我于三亭之南。,1
与私约而去。,1
王稽辞魏去，过载范睢入秦。,1
至湖，望见车骑从西来。,1
范睢曰：彼来者为谁？,1
王稽曰：秦相穰侯东行县邑。,1
范睢曰：吾闻穰侯专秦权，恶内诸侯客，此恐辱我，我宁且匿车中。,0
有顷，穰侯果至，劳王稽，因立车而语曰：关东有何变？,1
曰：无有。,1
又谓王稽曰：谒君得无与诸侯客子俱来乎？,1
无益，徒乱人国耳。,0
王稽曰：不敢。,1
即别去。,1
范睢曰：吾闻穰侯智士也，其见事迟，乡者疑车中有人，忘索之。,1
于是范睢下车走，曰：此必悔之。,1
行十余里，果使骑还索车中，无客，乃已。,1
王稽遂与范睢入咸阳。,1
已报使，因言曰：魏有张禄先生，天下辩士也。,2
曰‘秦王之国危于累卵，得臣则安。,2
然不可以书传也’。,1
臣故载来。,1
秦王弗信，使舍食草具。,1
待命岁余。,1
当是时，昭王已立三十六年。,1
南拔楚之鄢郢，楚怀王幽死于秦。,0
秦东破齐。,1
湣王尝称帝，后去之。,0
数困三晋。,1
厌天下辩士，无所信。,0
穰侯、华阳君，昭王母宣太后之弟也；而泾阳君、高陵君皆昭王同母弟也。,1
穰侯相，三人者更将，有封邑，以太后故，私家富重于王室。,1
及穰侯为秦将，且欲越韩、魏而伐齐纲、寿，欲以广其陶封。,1
臣闻明主立政，有功者不得不赏，有能者不得不官，劳大者其禄厚，功多者其爵尊，能治众者其官大。,2
故无能者不敢当职焉，有能者亦不得蔽隐。,1
使以臣之言为可，愿行而益利其道；以臣之言为不可，久留臣无为也。,1
语曰：庸主赏所爱而罚所恶；明主则不然，赏必加于有功，而刑必断于有罪。,1
今臣之胸不足以当椹质，而要不足以待斧钺，岂敢以疑事尝试于王哉！,1
虽以臣为贱人而轻辱，独不重任臣者之无反复于王邪？,1
且臣闻周有砥砨，宋有结绿，梁有县藜，楚有和朴，此四宝者，土之所生，良工之所失也，而为天下名器。,2
然则圣王之所弃者，独不足以厚国家乎？,1
臣闻善厚家者取之于国，善厚国者取之于诸侯。,1
天下有明主则诸侯不得擅厚者，何也？,1
为其割荣也。,1
良医知病人之死生，而圣主明于成败之事，利则行之，害则舍之，疑则少尝之，虽舜禹复生，弗能改已。,1
语之至者，臣不敢载之于书，其浅者又不足听也。,1
意者臣愚而不概于王心邪？亡其言臣者贱而不可用乎？自非然者，臣愿得少赐游观之间，望见颜色。,2
一语无效，请伏斧质。,0
于是秦昭王大说，乃谢王稽，使以传车召范睢。,2
于是范睢乃得见于离宫，详为不知永巷而入其中。,1
王来而宦者怒，逐之，曰：王至！,0
范睢缪为曰：秦安得王？,1
秦独有太后、穰侯耳。,1
欲以感怒昭王。,0
昭王至，闻其与宦者争言，遂延迎，谢曰：寡人宜以身受命久矣，会义渠之事急，寡人旦暮自请太后；今义渠之事已，寡人乃得受命。,1
窃闵然不敏，敬执宾主之礼。,1
范睢辞让。,1
是日观范睢之见者，群臣莫不洒然变色易容者。,1
秦王屏左右，宫中虚无人。,1
秦王跽而请曰：先生何以幸教寡人？,1
范睢曰：唯唯。,1
有间，秦王复跽而请曰：先生何以幸教寡人？,1
范睢曰：唯唯。,1
若是者三。,1
秦王跽曰：先生卒不幸教寡人邪？,2
范睢曰：非敢然也。,1
臣闻昔者吕尚之遇文王也，身为渔父而钓于渭滨耳。,1
若是者，交疏也。,1
已说而立为太师，载与俱归者，其言深也。,2
故文王遂收功于吕尚而卒王天下。,2
乡使文王疏吕尚而不与深言，是周无天子之德，而文武无与成其王业也。,1
今臣羁旅之臣也，交疏于王，而所愿陈者皆匡君之事，处人骨肉之间，愿效愚忠而未知王之心也。,1
此所以王三问而不敢对者也。,1
臣非有畏而不敢言也。,1
臣知今日言之于前而明日伏诛于后，然臣不敢避也。,0
大王信行臣之言，死不足以为臣患，亡不足以为臣忧，漆身为厉被发为狂不足以为臣耻。,0
且以五帝之圣焉而死，三王之仁焉而死，五伯之贤焉而死，乌获、任鄙之力焉而死，成荆、孟贲、王庆忌、夏育之勇焉而死。,0
死者，人之所必不免也。,1
处必然之势，可以少有补于秦，此臣之所大愿也，臣又何患哉！,1
伍子胥橐载而出昭关，夜行昼伏，至于陵水，无以糊其口，膝行蒲伏，稽首肉袒，鼓腹吹篪，乞食于吴市，卒兴吴国，阖闾为伯。,0
使臣得尽谋如伍子胥，加之以幽囚，终身不复见，是臣之说行也，臣又何忧？,0
箕子、接舆漆身为厉，被发为狂，无益于主。,0
假使臣得同行于箕子，可以有补于所贤之主，是臣之大荣也，臣有何耻？,1
臣之所恐者，独恐臣死之后，天下见臣之尽忠而身死，因以是杜口裹足，莫肯乡秦耳。,0
足下上畏太后之严，下惑于奸臣之态，居深宫之中，不离阿保之手，终身迷惑，无与昭奸。,0
大者宗庙灭覆，小者身以孤危，此臣之所恐耳。,0
若夫穷辱之事，死亡之患，臣不敢畏也。,0
臣死而秦治，是臣死贤于生。,1
秦王跽曰：先生是何言也！,1
夫秦国辟远，寡人愚不肖，先生乃幸辱至于此，是天以寡人慁先生而存先王之宗庙也。,1
寡人得受命于先生，是天所以幸先王，而不弃其孤也。,2
先生奈何而言若是！,1
事无小大，上及太后，下至大臣，愿先生悉以教寡人，无疑寡人也。,2
范睢拜，秦王亦拜。,1
范睢曰：大王之国，四塞以为固，北有甘泉、谷口，南带泾、渭，右陇、蜀，左关、阪，奋击百万，战车千乘，利则出攻，不利则入守，此王者之地也。,1
民怯于私斗而勇于公战，此王者之民也。,1
王并此二者而有之。,1
夫以秦卒之勇，车骑之众，以治诸侯，譬若施韩卢而搏蹇兔也，霸王之业可致也，而群臣莫当其位。,1
至今闭关十五年，不敢窥兵于山东者，是穰侯为秦谋不忠，而大王之计有所失也。,0
秦王跽曰：寡人愿闻失计。,1
然左右多窃听者，范睢恐，未敢言内，先言外事，以观秦王之俯仰。,0
因进曰：夫穰侯越韩、魏而攻齐纲、寿，非计也。,0
少出师则不足以伤齐，多出师则害于秦。,1
臣意王之计，欲少出师而悉韩、魏之兵也，则不义矣。,1
今见与国之不亲也，越人之国而攻，可乎？,1
其于计疏矣。,0
且昔齐湣王南攻楚，破军杀将，再辟地千里，而齐尺寸之地无得焉者，岂不欲得地哉，形势不能有也。,1
诸侯见齐之罢弊，君臣之不和也，兴兵而伐齐，大破之。,0
士辱兵顿，皆咎其王，曰：‘谁为此计者乎？,0
’王曰：‘文子为之。,1
’大臣作乱，文子出走。,1
故齐所以大破者，以其伐楚而肥韩、魏也。,1
此所谓借贼兵而赍盗粮者也。,1
王不如远交而近攻，得寸则王之寸也，得尺亦王之尺也。,1
今释此而远攻，不亦缪乎！,0
且昔者中山之国地方五百里，赵独吞之，功成名立而利附焉，天下莫之能害也。,1
今夫韩、魏，中国之处而天下之枢也，王其欲霸，必亲中国以为天下枢，以威楚、赵。,1
楚强则附赵，赵强则附楚，楚、赵皆附，齐必惧矣。,1
齐惧，必卑辞重币以事秦。,1
齐附而韩、魏因可虏也。,1
昭王曰：吾欲亲魏久矣，而魏多变之国也，寡人不能亲。,1
请问亲魏奈何？,1
对曰：王卑词重币以事之；不可，则割地而赂之；不可，因举兵而伐之。,1
王曰：寡人敬闻命矣。,1
乃拜范睢为客卿，谋兵事。,1
卒听范睢谋，使五大夫绾伐魏，拔怀。,1
后二岁，拔邢丘。,1
客卿范睢复说昭王曰：秦韩之地形，相错如绣。,1
秦之有韩也，譬如木之有蠹也，人之有心腹之病也。,1
天下无变则已，天下有变，其为秦患者孰大于韩乎？,1
王不如收韩。,1
昭王曰：吾固欲收韩，韩不听，为之奈何？,1
对曰：韩安得无听乎？,1
王下兵而攻荥阳，则巩、成皋之道不通；北断太行之道，则上党之师不下。,1
王一兴兵而攻荥阳，则其国断而为三。,1
夫韩见必亡，安得不听乎？,1
若韩听，而霸事因可虑矣。,1
王曰：善。,1
且欲发使于韩。,1
范睢日益亲，复说用数年矣，因请间说曰：臣居山东时，闻齐之有田文，不闻其有王也；闻秦之有太后、穰侯、华阳、高陵、泾阳，不闻其有王也。,1
夫擅国之谓王，能利害之谓王，制杀生之威之谓王。,1
今太后擅行不顾，穰侯出使不报，华阳、泾阳等击断无讳，高陵进退不请。,1
四贵备而国不危者，未之有也。,1
为此四贵者下，乃所谓无王也。,1
然则权安得不倾，令安得从王出乎？,0
臣闻善治国者，乃内固其威而外重其权。,1
穰侯使者操王之重，决制于诸侯，剖符于天下，政適伐国，莫敢不听。,1
战胜攻取则利归于陶，国弊御于诸侯；战败则结怨于百姓，而祸归于社稷。,1
诗曰‘木实繁者披其枝，披其枝者伤其心；大其都者危其国，尊其臣者卑其主’。,1
崔杼、淖齿管齐，射王股，擢王筋，县之于庙梁，宿昔而死。,1
李兑管赵，囚主父于沙丘，百日而饿死。,1
今臣闻秦太后、穰侯用事，高陵、华阳、泾阳佐之，卒无秦王，此亦淖齿、李兑之类也。,1
且夫三代所以亡国者，君专授政，纵酒驰骋弋猎，不听政事。,1
其所授者，妒贤嫉能，御下蔽上，以成其私，不为主计，而主不觉悟，故失其国。,1
今自有秩以上至诸大吏，下及王左右，无非相国之人者。,1
见王独立于朝，臣窃为王恐，万世之后，有秦国者非王子孙也。,1
昭王闻之大惧，曰：善。,0
于是废太后，逐穰侯、高陵、华阳、泾阳君于关外。,1
秦王乃拜范睢为相。,1
收穰侯之印，使归陶，因使县官给车牛以徙，千乘有余。,1
到关，关阅其宝器，宝器珍怪多于王室。,1
秦封范睢以应，号为应侯。,1
当是时，秦昭王四十一年也。,1
范睢既相秦，秦号曰张禄，而魏不知，以为范睢已死久矣。,1
魏闻秦且东伐韩、魏，魏使须贾于秦。,1
范睢闻之，为微行，敝衣间步之邸，见须贾。,1
须贾见之而惊曰：范叔固无恙乎！,1
范睢曰：然。,1
须贾笑曰：范叔有说于秦邪？,1
曰：不也。,1
睢前日得过于魏相，故亡逃至此，安敢说乎！,1
须贾曰：今叔何事？,0
范睢曰：臣为人庸赁。,1
须贾意哀之，留与坐饮食，曰：范叔一寒如此哉！,0
乃取其一绨袍以赐之。,1
须贾因问曰：秦相张君，公知之乎？,1
吾闻幸于王，天下之事皆决于相君。,1
今吾事之去留在张君。孺子岂有客习于相君者哉？,1
范睢曰：主人翁习知之。,1
唯睢亦得谒，睢请为见君于张君。,1
须贾曰：吾马病，车轴折，非大车驷马，吾固不出。,1
范睢曰：愿为君借大车驷马于主人翁。,1
范睢归取大车驷马，为须贾御之，入秦相府。,1
府中望见，有识者皆避匿。,1
须贾怪之。,1
至相舍门，谓须贾曰：待我，我为君先入通于相君。,1
须贾待门下，持车良久，问门下曰：范叔不出，何也？,1
门下曰：无范叔。,1
须贾曰：乡者与我载而入者。,1
门下曰：乃吾相张君也。,1
须贾大惊，自知见卖，乃肉袒膝行，因门下人谢罪。,1
于是范睢盛帷帐，侍者甚众，见之。,1
须贾顿首言死罪，曰：贾不意君能自致于青云之上，贾不敢复读天下之书，不敢复与天下之事。,0
贾有汤镬之罪，请自屏于胡貉之地，唯君死生之！,1
范睢曰：汝罪有几？,1
曰：擢贾之发以续贾之罪，尚未足。,1
范睢曰：汝罪有三耳。,1
昔者楚昭王时而申包胥为楚却吴军，楚王封之以荆五千户，包胥辞不受，为丘墓之寄于荆也。,1
今睢之先人丘墓亦在魏，公前以睢为有外心于齐而恶睢于魏齐，公之罪一也。,1
当魏齐辱我于厕中，公不止，罪二也。,1
更醉而溺我，公其何忍乎？,1
罪三矣。,1
然公之所以得无死者，以绨袍恋恋，有故人之意，故释公。,1
乃谢罢。入言之昭王，罢归须贾。,1
须贾辞于范睢，范睢大供具，尽请诸侯使，与坐堂上，食饮甚设。,1
而坐须贾于堂下，置莝豆其前，令两黥徒夹而马食之。,0
数曰：为我告魏王，急持魏齐头来！不然者，我且屠大梁。,0
须贾归，以告魏齐。,1
魏齐恐，亡走赵，匿平原君所。,1
范睢既相，王稽谓范睢曰：事有不可知者三，有不可奈何者亦三。,1
宫车一日晏驾，是事之不可知者一也。,1
君卒然捐馆舍，是事之不可知者二也。,1
使臣卒然填沟壑，是事之不可知者三也。,1
宫车一日晏驾，君虽恨于臣，无可奈何。,1
君卒然捐馆舍，君虽恨于臣，亦无可奈何。,1
使臣卒然填沟壑，君虽恨于臣，亦无可奈何。,1
范睢不怿，乃入言于王曰：非王稽之忠，莫能内臣于函谷关；非大王之贤圣，莫能贵臣。,1
今臣官至于相，爵在列侯，王稽之官尚止于谒者，非其内臣之意也。,1
昭王召王稽，拜为河东守，三岁不上计。,1
又任郑安平，昭王以为将军。,1
范睢于是散家财物，尽以报所尝困厄者。,1
一饭之德必偿，睚眦之怨必报。,1
范睢相秦二年，秦昭王之四十二年，东伐韩少曲、高平，拔之。,1
秦昭王闻魏齐在平原君所，欲为范睢必报其仇，乃详为好书遗平原君曰：寡人闻君之高义，愿与君为布衣之友，君幸过寡人，寡人愿与君为十日之饮。,2
平原君畏秦，且以为然，而入秦见昭王。,1
昭王与平原君饮数日，昭王谓平原君曰：昔周文王得吕尚以为太公，齐桓公得管夷吾以为仲父，今范君亦寡人之叔父也。,1
范君之仇在君之家，愿使人归取其头来；不然，吾不出君于关。,0
平原君曰：贵而为交者，为贱也；富而为交者，为贫也。,1
夫魏齐者，胜之友也，在，固不出也，今又不在臣所。,1
